crystal	xmetric	ymetric	xindex	yindex	
1595	87.5	262.5	27	34	
1596	112.5	262.5	28	34	
1597	137.5	262.5	29	34	
1598	162.5	262.5	30	34	
1599	187.5	262.5	31	34	
1600	212.5	262.5	32	34	
1601	237.5	262.5	33	34	
1602	262.5	262.5	34	34	
1603	287.5	262.5	35	34	
1604	312.5	262.5	36	34	
1605	337.5	262.5	37	34	
1606	362.5	262.5	38	34	
1607	387.5	262.5	39	34	
1608	412.5	262.5	40	34	
1609	437.5	262.5	41	34	
1610	462.5	262.5	42	34	
1611	487.5	262.5	43	34	
1612	512.5	262.5	44	34	
1613	537.5	262.5	45	34	
1614	562.5	262.5	46	34	
1615	587.5	262.5	47	34	
1616	-587.5	287.5	0	35	
1617	-562.5	287.5	1	35	
1618	-537.5	287.5	2	35	
1619	-512.5	287.5	3	35	
1620	-487.5	287.5	4	35	
1621	-462.5	287.5	5	35	
1622	-437.5	287.5	6	35	
1623	-412.5	287.5	7	35	
1624	-387.5	287.5	8	35	
1625	-362.5	287.5	9	35	
1626	-337.5	287.5	10	35	
1627	-312.5	287.5	11	35	
1628	-287.5	287.5	12	35	
1629	-262.5	287.5	13	35	
1630	-237.5	287.5	14	35	
1631	-212.5	287.5	15	35	
1632	-187.5	287.5	16	35	
1633	-162.5	287.5	17	35	
1634	-137.5	287.5	18	35	
1635	-112.5	287.5	19	35	
1636	-87.5	287.5	20	35	
1637	-62.5	287.5	21	35	
1638	-37.5	287.5	22	35	
1639	-12.5	287.5	23	35	
1640	12.5	287.5	24	35	
1641	37.5	287.5	25	35	
1642	62.5	287.5	26	35	
1643	87.5	287.5	27	35	
1644	112.5	287.5	28	35	
1645	137.5	287.5	29	35	
1646	162.5	287.5	30	35	
1647	187.5	287.5	31	35	
1648	212.5	287.5	32	35	
1649	237.5	287.5	33	35	
1650	262.5	287.5	34	35	
1651	287.5	287.5	35	35	
1652	312.5	287.5	36	35	
1653	337.5	287.5	37	35	
1654	362.5	287.5	38	35	
1655	387.5	287.5	39	35	
1656	412.5	287.5	40	35	
1657	437.5	287.5	41	35	
1658	462.5	287.5	42	35	
1659	487.5	287.5	43	35	
1660	512.5	287.5	44	35	
1661	537.5	287.5	45	35	
1662	562.5	287.5	46	35	
1663	587.5	287.5	47	35	
1664	-587.5	312.5	0	36	
1665	-562.5	312.5	1	36	
1666	-537.5	312.5	2	36	
1667	-512.5	312.5	3	36	
1668	-487.5	312.5	4	36	
1669	-462.5	312.5	5	36	
1670	-437.5	312.5	6	36	
1671	-412.5	312.5	7	36	
1672	-387.5	312.5	8	36	
1673	-362.5	312.5	9	36	
1674	-337.5	312.5	10	36	
1675	-312.5	312.5	11	36	
1676	-287.5	312.5	12	36	
1677	-262.5	312.5	13	36	
1678	-237.5	312.5	14	36	
1679	-212.5	312.5	15	36	
1680	-187.5	312.5	16	36	
1681	-162.5	312.5	17	36	
1682	-137.5	312.5	18	36	
1683	-112.5	312.5	19	36	
1684	-87.5	312.5	20	36	
1685	-62.5	312.5	21	36	
1686	-37.5	312.5	22	36	
1687	-12.5	312.5	23	36	
1688	12.5	312.5	24	36	
1689	37.5	312.5	25	36	
1690	62.5	312.5	26	36	
1691	87.5	312.5	27	36	
1692	112.5	312.5	28	36	
1693	137.5	312.5	29	36	
1694	162.5	312.5	30	36	
1695	187.5	312.5	31	36	
1696	212.5	312.5	32	36	
1697	237.5	312.5	33	36	
1698	262.5	312.5	34	36	
1699	287.5	312.5	35	36	
1700	312.5	312.5	36	36	
1701	337.5	312.5	37	36	
1702	362.5	312.5	38	36	
1703	387.5	312.5	39	36	
1704	412.5	312.5	40	36	
1705	437.5	312.5	41	36	
1706	462.5	312.5	42	36	
1707	487.5	312.5	43	36	
1708	512.5	312.5	44	36	
1709	537.5	312.5	45	36	
1710	562.5	312.5	46	36	
1711	587.5	312.5	47	36	
1712	-587.5	337.5	0	37	
1713	-562.5	337.5	1	37	
1714	-537.5	337.5	2	37	
1715	-512.5	337.5	3	37	
1716	-487.5	337.5	4	37	
1717	-462.5	337.5	5	37	
1718	-437.5	337.5	6	37	
1719	-412.5	337.5	7	37	
1720	-387.5	337.5	8	37	
1721	-362.5	337.5	9	37	
1722	-337.5	337.5	10	37	
1723	-312.5	337.5	11	37	
1724	-287.5	337.5	12	37	
1725	-262.5	337.5	13	37	
1726	-237.5	337.5	14	37	
1727	-212.5	337.5	15	37	
1728	-187.5	337.5	16	37	
1729	-162.5	337.5	17	37	
1730	-137.5	337.5	18	37	
1731	-112.5	337.5	19	37	
1732	-87.5	337.5	20	37	
1733	-62.5	337.5	21	37	
1734	-37.5	337.5	22	37	
1735	-12.5	337.5	23	37	
1736	12.5	337.5	24	37	
1737	37.5	337.5	25	37	
1738	62.5	337.5	26	37	
1739	87.5	337.5	27	37	
1740	112.5	337.5	28	37	
1741	137.5	337.5	29	37	
1742	162.5	337.5	30	37	
1743	187.5	337.5	31	37	
1744	212.5	337.5	32	37	
1745	237.5	337.5	33	37	
1746	262.5	337.5	34	37	
1747	287.5	337.5	35	37	
1748	312.5	337.5	36	37	
1749	337.5	337.5	37	37	
1750	362.5	337.5	38	37	
1751	387.5	337.5	39	37	
1752	412.5	337.5	40	37	
1753	437.5	337.5	41	37	
1754	462.5	337.5	42	37	
1755	487.5	337.5	43	37	
1756	512.5	337.5	44	37	
1757	537.5	337.5	45	37	
1758	562.5	337.5	46	37	
1759	587.5	337.5	47	37	
1760	-587.5	362.5	0	38	
1761	-562.5	362.5	1	38	
1762	-537.5	362.5	2	38	
1763	-512.5	362.5	3	38	
1764	-487.5	362.5	4	38	
1765	-462.5	362.5	5	38	
1766	-437.5	362.5	6	38	
1767	-412.5	362.5	7	38	
1768	-387.5	362.5	8	38	
1769	-362.5	362.5	9	38	
1770	-337.5	362.5	10	38	
1771	-312.5	362.5	11	38	
1772	-287.5	362.5	12	38	
1773	-262.5	362.5	13	38	
1774	-237.5	362.5	14	38	
1775	-212.5	362.5	15	38	
1776	-187.5	362.5	16	38	
1777	-162.5	362.5	17	38	
1778	-137.5	362.5	18	38	
1779	-112.5	362.5	19	38	
1780	-87.5	362.5	20	38	
1781	-62.5	362.5	21	38	
1782	-37.5	362.5	22	38	
1783	-12.5	362.5	23	38	
1784	12.5	362.5	24	38	
1785	37.5	362.5	25	38	
1786	62.5	362.5	26	38	
1787	87.5	362.5	27	38	
1788	112.5	362.5	28	38	
1789	137.5	362.5	29	38	
1790	162.5	362.5	30	38	
1791	187.5	362.5	31	38	
1792	212.5	362.5	32	38	
1793	237.5	362.5	33	38	
1794	262.5	362.5	34	38	
1795	287.5	362.5	35	38	
1796	312.5	362.5	36	38	
1797	337.5	362.5	37	38	
1798	362.5	362.5	38	38	
1799	387.5	362.5	39	38	
1800	412.5	362.5	40	38	
1801	437.5	362.5	41	38	
1802	462.5	362.5	42	38	
1803	487.5	362.5	43	38	
1804	512.5	362.5	44	38	
1805	537.5	362.5	45	38	
1806	562.5	362.5	46	38	
1807	587.5	362.5	47	38	
1808	-587.5	387.5	0	39	
1809	-562.5	387.5	1	39	
1810	-537.5	387.5	2	39	
1811	-512.5	387.5	3	39	
1812	-487.5	387.5	4	39	
1813	-462.5	387.5	5	39	
1814	-437.5	387.5	6	39	
1815	-412.5	387.5	7	39	
1816	-387.5	387.5	8	39	
1817	-362.5	387.5	9	39	
1818	-337.5	387.5	10	39	
1819	-312.5	387.5	11	39	
1820	-287.5	387.5	12	39	
1821	-262.5	387.5	13	39	
1822	-237.5	387.5	14	39	
1823	-212.5	387.5	15	39	
1824	-187.5	387.5	16	39	
1825	-162.5	387.5	17	39	
1826	-137.5	387.5	18	39	
1827	-112.5	387.5	19	39	
1828	-87.5	387.5	20	39	
1829	-62.5	387.5	21	39	
1830	-37.5	387.5	22	39	
1831	-12.5	387.5	23	39	
1832	12.5	387.5	24	39	
1833	37.5	387.5	25	39	
1834	62.5	387.5	26	39	
1835	87.5	387.5	27	39	
1836	112.5	387.5	28	39	
1837	137.5	387.5	29	39	
1838	162.5	387.5	30	39	
1839	187.5	387.5	31	39	
1840	212.5	387.5	32	39	
1841	237.5	387.5	33	39	
1842	262.5	387.5	34	39	
1843	287.5	387.5	35	39	
1844	312.5	387.5	36	39	
1845	337.5	387.5	37	39	
1846	362.5	387.5	38	39	
1847	387.5	387.5	39	39	
1848	412.5	387.5	40	39	
1849	437.5	387.5	41	39	
1850	462.5	387.5	42	39	
1851	487.5	387.5	43	39	
1852	512.5	387.5	44	39	
1853	537.5	387.5	45	39	
1854	562.5	387.5	46	39	
1855	587.5	387.5	47	39	
1856	-587.5	412.5	0	40	
1857	-562.5	412.5	1	40	
1858	-537.5	412.5	2	40	
1859	-512.5	412.5	3	40	
1860	-487.5	412.5	4	40	
1861	-462.5	412.5	5	40	
1862	-437.5	412.5	6	40	
1863	-412.5	412.5	7	40	
1864	-387.5	412.5	8	40	
1865	-362.5	412.5	9	40	
1866	-337.5	412.5	10	40	
1867	-312.5	412.5	11	40	
1868	-287.5	412.5	12	40	
1869	-262.5	412.5	13	40	
1870	-237.5	412.5	14	40	
1871	-212.5	412.5	15	40	
1872	-187.5	412.5	16	40	
1873	-162.5	412.5	17	40	
1874	-137.5	412.5	18	40	
1875	-112.5	412.5	19	40	
1876	-87.5	412.5	20	40	
1877	-62.5	412.5	21	40	
1878	-37.5	412.5	22	40	
1879	-12.5	412.5	23	40	
1880	12.5	412.5	24	40	
1881	37.5	412.5	25	40	
1882	62.5	412.5	26	40	
1883	87.5	412.5	27	40	
1884	112.5	412.5	28	40	
1885	137.5	412.5	29	40	
1886	162.5	412.5	30	40	
1887	187.5	412.5	31	40	
1888	212.5	412.5	32	40	
1889	237.5	412.5	33	40	
1890	262.5	412.5	34	40	
1891	287.5	412.5	35	40	
1892	312.5	412.5	36	40	
1893	337.5	412.5	37	40	
1894	362.5	412.5	38	40	
1895	387.5	412.5	39	40	
1896	412.5	412.5	40	40	
1897	437.5	412.5	41	40	
1898	462.5	412.5	42	40	
1899	487.5	412.5	43	40	
1900	512.5	412.5	44	40	
1901	537.5	412.5	45	40	
1902	562.5	412.5	46	40	
1903	587.5	412.5	47	40	
1904	-587.5	437.5	0	41	
1905	-562.5	437.5	1	41	
1906	-537.5	437.5	2	41	
1907	-512.5	437.5	3	41	
1908	-487.5	437.5	4	41	
1909	-462.5	437.5	5	41	
1910	-437.5	437.5	6	41	
1911	-412.5	437.5	7	41	
1912	-387.5	437.5	8	41	
1913	-362.5	437.5	9	41	
1914	-337.5	437.5	10	41	
1915	-312.5	437.5	11	41	
1916	-287.5	437.5	12	41	
1917	-262.5	437.5	13	41	
1918	-237.5	437.5	14	41	
1919	-212.5	437.5	15	41	
1920	-187.5	437.5	16	41	
1921	-162.5	437.5	17	41	
1922	-137.5	437.5	18	41	
1923	-112.5	437.5	19	41	
1924	-87.5	437.5	20	41	
1925	-62.5	437.5	21	41	
1926	-37.5	437.5	22	41	
1927	-12.5	437.5	23	41	
1928	12.5	437.5	24	41	
1929	37.5	437.5	25	41	
1930	62.5	437.5	26	41	
1931	87.5	437.5	27	41	
1932	112.5	437.5	28	41	
1933	137.5	437.5	29	41	
1934	162.5	437.5	30	41	
1935	187.5	437.5	31	41	
1936	212.5	437.5	32	41	
1937	237.5	437.5	33	41	
1938	262.5	437.5	34	41	
1939	287.5	437.5	35	41	
1940	312.5	437.5	36	41	
1941	337.5	437.5	37	41	
1942	362.5	437.5	38	41	
1943	387.5	437.5	39	41	
1944	412.5	437.5	40	41	
1945	437.5	437.5	41	41	
1946	462.5	437.5	42	41	
1947	487.5	437.5	43	41	
1948	512.5	437.5	44	41	
1949	537.5	437.5	45	41	
1950	562.5	437.5	46	41	
1951	587.5	437.5	47	41	
1952	-587.5	462.5	0	42	
1953	-562.5	462.5	1	42	
1954	-537.5	462.5	2	42	
1955	-512.5	462.5	3	42	
1956	-487.5	462.5	4	42	
1957	-462.5	462.5	5	42	
1958	-437.5	462.5	6	42	
1959	-412.5	462.5	7	42	
1960	-387.5	462.5	8	42	
1961	-362.5	462.5	9	42	
1962	-337.5	462.5	10	42	
1963	-312.5	462.5	11	42	
1964	-287.5	462.5	12	42	
1965	-262.5	462.5	13	42	
1966	-237.5	462.5	14	42	
1967	-212.5	462.5	15	42	
1968	-187.5	462.5	16	42	
1969	-162.5	462.5	17	42	
1970	-137.5	462.5	18	42	
1971	-112.5	462.5	19	42	
1972	-87.5	462.5	20	42	
1973	-62.5	462.5	21	42	
1974	-37.5	462.5	22	42	
1975	-12.5	462.5	23	42	
1976	12.5	462.5	24	42	
1977	37.5	462.5	25	42	
1978	62.5	462.5	26	42	
1979	87.5	462.5	27	42	
1980	112.5	462.5	28	42	
1981	137.5	462.5	29	42	
1982	162.5	462.5	30	42	
1983	187.5	462.5	31	42	
1984	212.5	462.5	32	42	
1985	237.5	462.5	33	42	
1986	262.5	462.5	34	42	
1987	287.5	462.5	35	42	
1988	312.5	462.5	36	42	
1989	337.5	462.5	37	42	
1990	362.5	462.5	38	42	
1991	387.5	462.5	39	42	
1992	412.5	462.5	40	42	
1993	437.5	462.5	41	42	
1994	462.5	462.5	42	42	
1995	487.5	462.5	43	42	
1996	512.5	462.5	44	42	
1997	537.5	462.5	45	42	
1998	562.5	462.5	46	42	
1999	587.5	462.5	47	42	
2000	-587.5	487.5	0	43	
2001	-562.5	487.5	1	43	
2002	-537.5	487.5	2	43	
2003	-512.5	487.5	3	43	
2004	-487.5	487.5	4	43	
2005	-462.5	487.5	5	43	
2006	-437.5	487.5	6	43	
2007	-412.5	487.5	7	43	
2008	-387.5	487.5	8	43	
2009	-362.5	487.5	9	43	
2010	-337.5	487.5	10	43	
2011	-312.5	487.5	11	43	
2012	-287.5	487.5	12	43	
2013	-262.5	487.5	13	43	
2014	-237.5	487.5	14	43	
2015	-212.5	487.5	15	43	
2016	-187.5	487.5	16	43	
2017	-162.5	487.5	17	43	
2018	-137.5	487.5	18	43	
2019	-112.5	487.5	19	43	
2020	-87.5	487.5	20	43	
2021	-62.5	487.5	21	43	
2022	-37.5	487.5	22	43	
2023	-12.5	487.5	23	43	
2024	12.5	487.5	24	43	
2025	37.5	487.5	25	43	
2026	62.5	487.5	26	43	
2027	87.5	487.5	27	43	
2028	112.5	487.5	28	43	
2029	137.5	487.5	29	43	
2030	162.5	487.5	30	43	
2031	187.5	487.5	31	43	
2032	212.5	487.5	32	43	
2033	237.5	487.5	33	43	
2034	262.5	487.5	34	43	
2035	287.5	487.5	35	43	
2036	312.5	487.5	36	43	
2037	337.5	487.5	37	43	
2038	362.5	487.5	38	43	
2039	387.5	487.5	39	43	
2040	412.5	487.5	40	43	
2041	437.5	487.5	41	43	
2042	462.5	487.5	42	43	
2043	487.5	487.5	43	43	
2044	512.5	487.5	44	43	
2045	537.5	487.5	45	43	
2046	562.5	487.5	46	43	
2047	587.5	487.5	47	43	
2048	-587.5	512.5	0	44	
2049	-562.5	512.5	1	44	
2050	-537.5	512.5	2	44	
2051	-512.5	512.5	3	44	
2052	-487.5	512.5	4	44	
2053	-462.5	512.5	5	44	
2054	-437.5	512.5	6	44	
2055	-412.5	512.5	7	44	
2056	-387.5	512.5	8	44	
2057	-362.5	512.5	9	44	
2058	-337.5	512.5	10	44	
2059	-312.5	512.5	11	44	
2060	-287.5	512.5	12	44	
2061	-262.5	512.5	13	44	
2062	-237.5	512.5	14	44	
2063	-212.5	512.5	15	44	
2064	-187.5	512.5	16	44	
2065	-162.5	512.5	17	44	
2066	-137.5	512.5	18	44	
2067	-112.5	512.5	19	44	
2068	-87.5	512.5	20	44	
2069	-62.5	512.5	21	44	
2070	-37.5	512.5	22	44	
2071	-12.5	512.5	23	44	
2072	12.5	512.5	24	44	
2073	37.5	512.5	25	44	
2074	62.5	512.5	26	44	
2075	87.5	512.5	27	44	
2076	112.5	512.5	28	44	
2077	137.5	512.5	29	44	
2078	162.5	512.5	30	44	
2079	187.5	512.5	31	44	
2080	212.5	512.5	32	44	
2081	237.5	512.5	33	44	
2082	262.5	512.5	34	44	
2083	287.5	512.5	35	44	
2084	312.5	512.5	36	44	
2085	337.5	512.5	37	44	
2086	362.5	512.5	38	44	
2087	387.5	512.5	39	44	
2088	412.5	512.5	40	44	
2089	437.5	512.5	41	44	
2090	462.5	512.5	42	44	
2091	487.5	512.5	43	44	
2092	512.5	512.5	44	44	
2093	537.5	512.5	45	44	
2094	562.5	512.5	46	44	
2095	587.5	512.5	47	44	
2096	-587.5	537.5	0	45	
2097	-562.5	537.5	1	45	
2098	-537.5	537.5	2	45	
2099	-512.5	537.5	3	45	
2100	-487.5	537.5	4	45	
2101	-462.5	537.5	5	45	
2102	-437.5	537.5	6	45	
2103	-412.5	537.5	7	45	
2104	-387.5	537.5	8	45	
2105	-362.5	537.5	9	45	
2106	-337.5	537.5	10	45	
2107	-312.5	537.5	11	45	
2108	-287.5	537.5	12	45	
2109	-262.5	537.5	13	45	
2110	-237.5	537.5	14	45	
2111	-212.5	537.5	15	45	
2112	-187.5	537.5	16	45	
2113	-162.5	537.5	17	45	
2114	-137.5	537.5	18	45	
2115	-112.5	537.5	19	45	
2116	-87.5	537.5	20	45	
2117	-62.5	537.5	21	45	
2118	-37.5	537.5	22	45	
2119	-12.5	537.5	23	45	
2120	12.5	537.5	24	45	
2121	37.5	537.5	25	45	
2122	62.5	537.5	26	45	
2123	87.5	537.5	27	45	
2124	112.5	537.5	28	45	
2125	137.5	537.5	29	45	
2126	162.5	537.5	30	45	
2127	187.5	537.5	31	45	
2128	212.5	537.5	32	45	
2129	237.5	537.5	33	45	
2130	262.5	537.5	34	45	
2131	287.5	537.5	35	45	
2132	312.5	537.5	36	45	
2133	337.5	537.5	37	45	
2134	362.5	537.5	38	45	
2135	387.5	537.5	39	45	
2136	412.5	537.5	40	45	
2137	437.5	537.5	41	45	
2138	462.5	537.5	42	45	
2139	487.5	537.5	43	45	
2140	512.5	537.5	44	45	
2141	537.5	537.5	45	45	
2142	562.5	537.5	46	45	
2143	587.5	537.5	47	45	
2144	-587.5	562.5	0	46	
2145	-562.5	562.5	1	46	
2146	-537.5	562.5	2	46	
2147	-512.5	562.5	3	46	
2148	-487.5	562.5	4	46	
2149	-462.5	562.5	5	46	
2150	-437.5	562.5	6	46	
2151	-412.5	562.5	7	46	
2152	-387.5	562.5	8	46	
2153	-362.5	562.5	9	46	
2154	-337.5	562.5	10	46	
2155	-312.5	562.5	11	46	
2156	-287.5	562.5	12	46	
2157	-262.5	562.5	13	46	
2158	-237.5	562.5	14	46	
2159	-212.5	562.5	15	46	
2160	-187.5	562.5	16	46	
2161	-162.5	562.5	17	46	
2162	-137.5	562.5	18	46	
2163	-112.5	562.5	19	46	
2164	-87.5	562.5	20	46	
2165	-62.5	562.5	21	46	
2166	-37.5	562.5	22	46	
2167	-12.5	562.5	23	46	
2168	12.5	562.5	24	46	
2169	37.5	562.5	25	46	
2170	62.5	562.5	26	46	
2171	87.5	562.5	27	46	
2172	112.5	562.5	28	46	
2173	137.5	562.5	29	46	
2174	162.5	562.5	30	46	
2175	187.5	562.5	31	46	
2176	212.5	562.5	32	46	
2177	237.5	562.5	33	46	
2178	262.5	562.5	34	46	
2179	287.5	562.5	35	46	
2180	312.5	562.5	36	46	
2181	337.5	562.5	37	46	
2182	362.5	562.5	38	46	
2183	387.5	562.5	39	46	
2184	412.5	562.5	40	46	
2185	437.5	562.5	41	46	
2186	462.5	562.5	42	46	
2187	487.5	562.5	43	46	
2188	512.5	562.5	44	46	
2189	537.5	562.5	45	46	
2190	562.5	562.5	46	46	
2191	587.5	562.5	47	46	
2192	-587.5	587.5	0	47	
2193	-562.5	587.5	1	47	
2194	-537.5	587.5	2	47	
2195	-512.5	587.5	3	47	
2196	-487.5	587.5	4	47	
2197	-462.5	587.5	5	47	
2198	-437.5	587.5	6	47	
2199	-412.5	587.5	7	47	
2200	-387.5	587.5	8	47	
2201	-362.5	587.5	9	47	
2202	-337.5	587.5	10	47	
2203	-312.5	587.5	11	47	
2204	-287.5	587.5	12	47	
2205	-262.5	587.5	13	47	
2206	-237.5	587.5	14	47	
2207	-212.5	587.5	15	47	
2208	-187.5	587.5	16	47	
2209	-162.5	587.5	17	47	
2210	-137.5	587.5	18	47	
2211	-112.5	587.5	19	47	
2212	-87.5	587.5	20	47	
2213	-62.5	587.5	21	47	
2214	-37.5	587.5	22	47	
2215	-12.5	587.5	23	47	
2216	12.5	587.5	24	47	
2217	37.5	587.5	25	47	
2218	62.5	587.5	26	47	
2219	87.5	587.5	27	47	
2220	112.5	587.5	28	47	
2221	137.5	587.5	29	47	
2222	162.5	587.5	30	47	
2223	187.5	587.5	31	47	
2224	212.5	587.5	32	47	
2225	237.5	587.5	33	47	
2226	262.5	587.5	34	47	
2227	287.5	587.5	35	47	
2228	312.5	587.5	36	47	
2229	337.5	587.5	37	47	
2230	362.5	587.5	38	47	
2231	387.5	587.5	39	47	
2232	412.5	587.5	40	47	
2233	437.5	587.5	41	47	
2234	462.5	587.5	42	47	
2235	487.5	587.5	43	47	
2236	512.5	587.5	44	47	
2237	537.5	587.5	45	47	
2238	562.5	587.5	46	47	
2239	587.5	587.5	47	47	
2240	-275.0	-875.0	14	2	
2241	-225.0	-875.0	15	2	
2242	-175.0	-875.0	16	2	
2243	-125.0	-875.0	17	2	
2244	-75.0	-875.0	18	2	
2245	-25.0	-875.0	19	2	
2246	25.0	-875.0	20	2	
2247	75.0	-875.0	21	2	
2248	125.0	-875.0	22	2	
2249	175.0	-875.0	23	2	
2250	225.0	-875.0	24	2	
2251	275.0	-875.0	25	2	
2252	-375.0	-825.0	12	3	
2253	-325.0	-825.0	13	3	
2254	-275.0	-825.0	14	3	
2255	-225.0	-825.0	15	3	
2256	-175.0	-825.0	16	3	
2257	-125.0	-825.0	17	3	
2258	-75.0	-825.0	18	3	
2259	-25.0	-825.0	19	3	
2260	25.0	-825.0	20	3	
2261	75.0	-825.0	21	3	
2262	125.0	-825.0	22	3	
2263	175.0	-825.0	23	3	
2264	225.0	-825.0	24	3	
2265	275.0	-825.0	25	3	
2266	325.0	-825.0	26	3	
2267	375.0	-825.0	27	3	
2268	-475.0	-775.0	10	4	
2269	-425.0	-775.0	11	4	
2270	-375.0	-775.0	12	4	
2271	-325.0	-775.0	13	4	
2272	-275.0	-775.0	14	4	
2273	-225.0	-775.0	15	4	
2274	-175.0	-775.0	16	4	
2275	-125.0	-775.0	17	4	
2276	-75.0	-775.0	18	4	
2277	-25.0	-775.0	19	4	
2278	25.0	-775.0	20	4	
2279	75.0	-775.0	21	4	
2280	125.0	-775.0	22	4	
2281	175.0	-775.0	23	4	
2282	225.0	-775.0	24	4	
2283	275.0	-775.0	25	4	
2284	325.0	-775.0	26	4	
2285	375.0	-775.0	27	4	
2286	425.0	-775.0	28	4	
2287	475.0	-775.0	29	4	
2288	-525.0	-725.0	9	5	
2289	-475.0	-725.0	10	5	
2290	-425.0	-725.0	11	5	
2291	-375.0	-725.0	12	5	
2292	-325.0	-725.0	13	5	
2293	-275.0	-725.0	14	5	
2294	-225.0	-725.0	15	5	
2295	-175.0	-725.0	16	5	
2296	-125.0	-725.0	17	5	
2297	-75.0	-725.0	18	5	
2298	-25.0	-725.0	19	5	
2299	25.0	-725.0	20	5	
2300	75.0	-725.0	21	5	
2301	125.0	-725.0	22	5	
2302	175.0	-725.0	23	5	
2303	225.0	-725.0	24	5	
2304	275.0	-725.0	25	5	
2305	325.0	-725.0	26	5	
2306	375.0	-725.0	27	5	
2307	425.0	-725.0	28	5	
2308	475.0	-725.0	29	5	
2309	525.0	-725.0	30	5	
2310	-575.0	-675.0	8	6	
2311	-525.0	-675.0	9	6	
2312	-475.0	-675.0	10	6	
2313	-425.0	-675.0	11	6	
2314	-375.0	-675.0	12	6	
2315	-325.0	-675.0	13	6	
2316	-275.0	-675.0	14	6	
2317	-225.0	-675.0	15	6	
2318	-175.0	-675.0	16	6	
2319	-125.0	-675.0	17	6	
2320	-75.0	-675.0	18	6	
2321	-25.0	-675.0	19	6	
2322	25.0	-675.0	20	6	
2323	75.0	-675.0	21	6	
2324	125.0	-675.0	22	6	
2325	175.0	-675.0	23	6	
2326	225.0	-675.0	24	6	
2327	275.0	-675.0	25	6	
2328	325.0	-675.0	26	6	
2329	375.0	-675.0	27	6	
2330	425.0	-675.0	28	6	
2331	475.0	-675.0	29	6	
2332	525.0	-675.0	30	6	
2333	575.0	-675.0	31	6	
2334	-625.0	-625.0	7	7	
2335	-575.0	-625.0	8	7	
2336	-525.0	-625.0	9	7	
2337	-475.0	-625.0	10	7	
2338	-425.0	-625.0	11	7	
2339	-375.0	-625.0	12	7	
2340	-325.0	-625.0	13	7	
2341	-275.0	-625.0	14	7	
2342	-225.0	-625.0	15	7	
2343	-175.0	-625.0	16	7	
2344	-125.0	-625.0	17	7	
2345	-75.0	-625.0	18	7	
2346	-25.0	-625.0	19	7	
2347	25.0	-625.0	20	7	
2348	75.0	-625.0	21	7	
2349	125.0	-625.0	22	7	
2350	175.0	-625.0	23	7	
2351	225.0	-625.0	24	7	
2352	275.0	-625.0	25	7	
2353	325.0	-625.0	26	7	
2354	375.0	-625.0	27	7	
2355	425.0	-625.0	28	7	
2356	475.0	-625.0	29	7	
2357	525.0	-625.0	30	7	
2358	575.0	-625.0	31	7	
2359	625.0	-625.0	32	7	
2360	-675.0	-575.0	6	8	
2361	-625.0	-575.0	7	8	
2362	625.0	-575.0	32	8	
2363	675.0	-575.0	33	8	
2364	-725.0	-525.0	5	9	
2365	-675.0	-525.0	6	9	
2366	-625.0	-525.0	7	9	
2367	625.0	-525.0	32	9	
2368	675.0	-525.0	33	9	
2369	725.0	-525.0	34	9	
2370	-775.0	-475.0	4	10	
2371	-725.0	-475.0	5	10	
2372	-675.0	-475.0	6	10	
2373	-625.0	-475.0	7	10	
2374	625.0	-475.0	32	10	
2375	675.0	-475.0	33	10	
2376	725.0	-475.0	34	10	
2377	775.0	-475.0	35	10	
2378	-775.0	-425.0	4	11	
2379	-725.0	-425.0	5	11	
2380	-675.0	-425.0	6	11	
2381	-625.0	-425.0	7	11	
2382	625.0	-425.0	32	11	
2383	675.0	-425.0	33	11	
2384	725.0	-425.0	34	11	
2385	775.0	-425.0	35	11	
2386	-825.0	-375.0	3	12	
2387	-775.0	-375.0	4	12	
2388	-725.0	-375.0	5	12	
2389	-675.0	-375.0	6	12	
2390	-625.0	-375.0	7	12	
2391	625.0	-375.0	32	12	
2392	675.0	-375.0	33	12	
2393	725.0	-375.0	34	12	
2394	775.0	-375.0	35	12	
2395	825.0	-375.0	36	12	
2396	-825.0	-325.0	3	13	
2397	-775.0	-325.0	4	13	
2398	-725.0	-325.0	5	13	
2399	-675.0	-325.0	6	13	
2400	-625.0	-325.0	7	13	
2401	625.0	-325.0	32	13	
2402	675.0	-325.0	33	13	
2403	725.0	-325.0	34	13	
2404	775.0	-325.0	35	13	
2405	825.0	-325.0	36	13	
2406	-875.0	-275.0	2	14	
2407	-825.0	-275.0	3	14	
2408	-775.0	-275.0	4	14	
2409	-725.0	-275.0	5	14	
2410	-675.0	-275.0	6	14	
2411	-625.0	-275.0	7	14	
2412	625.0	-275.0	32	14	
2413	675.0	-275.0	33	14	
2414	725.0	-275.0	34	14	
2415	775.0	-275.0	35	14	
2416	825.0	-275.0	36	14	
2417	875.0	-275.0	37	14	
2418	-875.0	-225.0	2	15	
2419	-825.0	-225.0	3	15	
2420	-775.0	-225.0	4	15	
2421	-725.0	-225.0	5	15	
2422	-675.0	-225.0	6	15	
2423	-625.0	-225.0	7	15	
2424	625.0	-225.0	32	15	
2425	675.0	-225.0	33	15	
2426	725.0	-225.0	34	15	
2427	775.0	-225.0	35	15	
2428	825.0	-225.0	36	15	
2429	875.0	-225.0	37	15	
2430	-875.0	-175.0	2	16	
