crystal	xmetric	ymetric	xindex	yindex	
2431	-825.0	-175.0	3	16	
2432	-775.0	-175.0	4	16	
2433	-725.0	-175.0	5	16	
2434	-675.0	-175.0	6	16	
2435	-625.0	-175.0	7	16	
2436	625.0	-175.0	32	16	
2437	675.0	-175.0	33	16	
2438	725.0	-175.0	34	16	
2439	775.0	-175.0	35	16	
2440	825.0	-175.0	36	16	
2441	875.0	-175.0	37	16	
2442	-875.0	-125.0	2	17	
2443	-825.0	-125.0	3	17	
2444	-775.0	-125.0	4	17	
2445	-725.0	-125.0	5	17	
2446	-675.0	-125.0	6	17	
2447	-625.0	-125.0	7	17	
2448	625.0	-125.0	32	17	
2449	675.0	-125.0	33	17	
2450	725.0	-125.0	34	17	
2451	775.0	-125.0	35	17	
2452	825.0	-125.0	36	17	
2453	875.0	-125.0	37	17	
2454	-875.0	-75.0	2	18	
2455	-825.0	-75.0	3	18	
2456	-775.0	-75.0	4	18	
2457	-725.0	-75.0	5	18	
2458	-675.0	-75.0	6	18	
2459	-625.0	-75.0	7	18	
2460	625.0	-75.0	32	18	
2461	675.0	-75.0	33	18	
2462	725.0	-75.0	34	18	
2463	775.0	-75.0	35	18	
2464	825.0	-75.0	36	18	
2465	875.0	-75.0	37	18	
2466	-875.0	-25.0	2	19	
2467	-825.0	-25.0	3	19	
2468	-775.0	-25.0	4	19	
2469	-725.0	-25.0	5	19	
2470	-675.0	-25.0	6	19	
2471	-625.0	-25.0	7	19	
2472	625.0	-25.0	32	19	
2473	675.0	-25.0	33	19	
2474	725.0	-25.0	34	19	
2475	775.0	-25.0	35	19	
2476	825.0	-25.0	36	19	
2477	875.0	-25.0	37	19	
2478	-875.0	25.0	2	20	
2479	-825.0	25.0	3	20	
2480	-775.0	25.0	4	20	
2481	-725.0	25.0	5	20	
2482	-675.0	25.0	6	20	
2483	-625.0	25.0	7	20	
2484	625.0	25.0	32	20	
2485	675.0	25.0	33	20	
2486	725.0	25.0	34	20	
2487	775.0	25.0	35	20	
2488	825.0	25.0	36	20	
2489	875.0	25.0	37	20	
2490	-875.0	75.0	2	21	
2491	-825.0	75.0	3	21	
2492	-775.0	75.0	4	21	
2493	-725.0	75.0	5	21	
2494	-675.0	75.0	6	21	
2495	-625.0	75.0	7	21	
2496	625.0	75.0	32	21	
2497	675.0	75.0	33	21	
2498	725.0	75.0	34	21	
2499	775.0	75.0	35	21	
2500	825.0	75.0	36	21	
2501	875.0	75.0	37	21	
2502	-875.0	125.0	2	22	
2503	-825.0	125.0	3	22	
2504	-775.0	125.0	4	22	
2505	-725.0	125.0	5	22	
2506	-675.0	125.0	6	22	
2507	-625.0	125.0	7	22	
2508	625.0	125.0	32	22	
2509	675.0	125.0	33	22	
2510	725.0	125.0	34	22	
2511	775.0	125.0	35	22	
2512	825.0	125.0	36	22	
2513	875.0	125.0	37	22	
2514	-875.0	175.0	2	23	
2515	-825.0	175.0	3	23	
2516	-775.0	175.0	4	23	
2517	-725.0	175.0	5	23	
2518	-675.0	175.0	6	23	
2519	-625.0	175.0	7	23	
2520	625.0	175.0	32	23	
2521	675.0	175.0	33	23	
2522	725.0	175.0	34	23	
2523	775.0	175.0	35	23	
2524	825.0	175.0	36	23	
2525	875.0	175.0	37	23	
2526	-875.0	225.0	2	24	
2527	-825.0	225.0	3	24	
2528	-775.0	225.0	4	24	
2529	-725.0	225.0	5	24	
2530	-675.0	225.0	6	24	
2531	-625.0	225.0	7	24	
2532	625.0	225.0	32	24	
2533	675.0	225.0	33	24	
2534	725.0	225.0	34	24	
2535	775.0	225.0	35	24	
2536	825.0	225.0	36	24	
2537	875.0	225.0	37	24	
2538	-875.0	275.0	2	25	
2539	-825.0	275.0	3	25	
2540	-775.0	275.0	4	25	
2541	-725.0	275.0	5	25	
2542	-675.0	275.0	6	25	
2543	-625.0	275.0	7	25	
2544	625.0	275.0	32	25	
2545	675.0	275.0	33	25	
2546	725.0	275.0	34	25	
2547	775.0	275.0	35	25	
2548	825.0	275.0	36	25	
2549	875.0	275.0	37	25	
2550	-825.0	325.0	3	26	
2551	-775.0	325.0	4	26	
2552	-725.0	325.0	5	26	
2553	-675.0	325.0	6	26	
2554	-625.0	325.0	7	26	
2555	625.0	325.0	32	26	
2556	675.0	325.0	33	26	
2557	725.0	325.0	34	26	
2558	775.0	325.0	35	26	
2559	825.0	325.0	36	26	
2560	-825.0	375.0	3	27	
2561	-775.0	375.0	4	27	
2562	-725.0	375.0	5	27	
2563	-675.0	375.0	6	27	
2564	-625.0	375.0	7	27	
2565	625.0	375.0	32	27	
2566	675.0	375.0	33	27	
2567	725.0	375.0	34	27	
2568	775.0	375.0	35	27	
2569	825.0	375.0	36	27	
2570	-775.0	425.0	4	28	
2571	-725.0	425.0	5	28	
2572	-675.0	425.0	6	28	
2573	-625.0	425.0	7	28	
2574	625.0	425.0	32	28	
2575	675.0	425.0	33	28	
2576	725.0	425.0	34	28	
2577	775.0	425.0	35	28	
2578	-775.0	475.0	4	29	
2579	-725.0	475.0	5	29	
2580	-675.0	475.0	6	29	
2581	-625.0	475.0	7	29	
2582	625.0	475.0	32	29	
2583	675.0	475.0	33	29	
2584	725.0	475.0	34	29	
2585	775.0	475.0	35	29	
2586	-725.0	525.0	5	30	
2587	-675.0	525.0	6	30	
2588	-625.0	525.0	7	30	
2589	625.0	525.0	32	30	
2590	675.0	525.0	33	30	
2591	725.0	525.0	34	30	
2592	-675.0	575.0	6	31	
2593	-625.0	575.0	7	31	
2594	625.0	575.0	32	31	
2595	675.0	575.0	33	31	
2596	-625.0	625.0	7	32	
2597	-575.0	625.0	8	32	
2598	-525.0	625.0	9	32	
2599	-475.0	625.0	10	32	
2600	-425.0	625.0	11	32	
2601	-375.0	625.0	12	32	
2602	-325.0	625.0	13	32	
2603	-275.0	625.0	14	32	
2604	-225.0	625.0	15	32	
2605	-175.0	625.0	16	32	
2606	-125.0	625.0	17	32	
2607	-75.0	625.0	18	32	
2608	-25.0	625.0	19	32	
2609	25.0	625.0	20	32	
2610	75.0	625.0	21	32	
2611	125.0	625.0	22	32	
2612	175.0	625.0	23	32	
2613	225.0	625.0	24	32	
2614	275.0	625.0	25	32	
2615	325.0	625.0	26	32	
2616	375.0	625.0	27	32	
2617	425.0	625.0	28	32	
2618	475.0	625.0	29	32	
2619	525.0	625.0	30	32	
2620	575.0	625.0	31	32	
2621	625.0	625.0	32	32	
2622	-575.0	675.0	8	33	
2623	-525.0	675.0	9	33	
2624	-475.0	675.0	10	33	
2625	-425.0	675.0	11	33	
2626	-375.0	675.0	12	33	
2627	-325.0	675.0	13	33	
2628	-275.0	675.0	14	33	
2629	-225.0	675.0	15	33	
2630	-175.0	675.0	16	33	
2631	-125.0	675.0	17	33	
2632	-75.0	675.0	18	33	
2633	-25.0	675.0	19	33	
2634	25.0	675.0	20	33	
2635	75.0	675.0	21	33	
2636	125.0	675.0	22	33	
2637	175.0	675.0	23	33	
2638	225.0	675.0	24	33	
2639	275.0	675.0	25	33	
2640	325.0	675.0	26	33	
2641	375.0	675.0	27	33	
2642	425.0	675.0	28	33	
2643	475.0	675.0	29	33	
2644	525.0	675.0	30	33	
2645	575.0	675.0	31	33	
2646	-525.0	725.0	9	34	
2647	-475.0	725.0	10	34	
2648	-425.0	725.0	11	34	
2649	-375.0	725.0	12	34	
2650	-325.0	725.0	13	34	
2651	-275.0	725.0	14	34	
2652	-225.0	725.0	15	34	
2653	-175.0	725.0	16	34	
2654	-125.0	725.0	17	34	
2655	-75.0	725.0	18	34	
2656	-25.0	725.0	19	34	
2657	25.0	725.0	20	34	
2658	75.0	725.0	21	34	
2659	125.0	725.0	22	34	
2660	175.0	725.0	23	34	
2661	225.0	725.0	24	34	
2662	275.0	725.0	25	34	
2663	325.0	725.0	26	34	
2664	375.0	725.0	27	34	
2665	425.0	725.0	28	34	
2666	475.0	725.0	29	34	
2667	525.0	725.0	30	34	
2668	-475.0	775.0	10	35	
2669	-425.0	775.0	11	35	
2670	-375.0	775.0	12	35	
2671	-325.0	775.0	13	35	
2672	-275.0	775.0	14	35	
2673	-225.0	775.0	15	35	
2674	-175.0	775.0	16	35	
2675	-125.0	775.0	17	35	
2676	-75.0	775.0	18	35	
2677	-25.0	775.0	19	35	
2678	25.0	775.0	20	35	
2679	75.0	775.0	21	35	
2680	125.0	775.0	22	35	
2681	175.0	775.0	23	35	
2682	225.0	775.0	24	35	
2683	275.0	775.0	25	35	
2684	325.0	775.0	26	35	
2685	375.0	775.0	27	35	
2686	425.0	775.0	28	35	
2687	475.0	775.0	29	35	
2688	-375.0	825.0	12	36	
2689	-325.0	825.0	13	36	
2690	-275.0	825.0	14	36	
2691	-225.0	825.0	15	36	
2692	-175.0	825.0	16	36	
2693	-125.0	825.0	17	36	
2694	-75.0	825.0	18	36	
2695	-25.0	825.0	19	36	
2696	25.0	825.0	20	36	
2697	75.0	825.0	21	36	
2698	125.0	825.0	22	36	
2699	175.0	825.0	23	36	
2700	225.0	825.0	24	36	
2701	275.0	825.0	25	36	
2702	325.0	825.0	26	36	
2703	375.0	825.0	27	36	
2704	-275.0	875.0	14	37	
2705	-225.0	875.0	15	37	
2706	-175.0	875.0	16	37	
2707	-125.0	875.0	17	37	
2708	-75.0	875.0	18	37	
2709	-25.0	875.0	19	37	
2710	25.0	875.0	20	37	
2711	75.0	875.0	21	37	
2712	125.0	875.0	22	37	
2713	175.0	875.0	23	37	
2714	225.0	875.0	24	37	
2715	275.0	875.0	25	37
3000	90.0	88.75	-1	-1
3001	90.0	66.25	-1	-1
3002	90.0	43.75	-1	-1
3003	90.0	21.25	-1	-1
3004	90.0	-1.25	-1	-1
3005	90.0	-23.75	-1	-1
3006	90.0	-46.25	-1	-1
3007	90.0	-68.75	-1	-1
3008	88.75	-90.0	-1	-1
3009	66.25	-90.0	-1	-1
3010	43.75	-90.0	-1	-1
3011	21.25	-90.0	-1	-1
3012	-1.25	-90.0	-1	-1
3013	-23.75	-90.0	-1	-1
3014	-46.25	-90.0	-1	-1
3015	-68.75	-90.0	-1	-1
3016	-90.0	-88.75	-1	-1
3017	-90.0	-66.25	-1	-1
3018	-90.0	-43.75	-1	-1
3019	-90.0	-21.25	-1	-1
3020	-90.0	1.25	-1	-1
3021	-90.0	23.75	-1	-1
3022	-90.0	46.25	-1	-1
3023	-90.0	68.75	-1	-1
3024	-88.75	90.0	-1	-1
3025	-66.25	90.0	-1	-1
3026	-43.75	90.0	-1	-1
3027	-21.25	90.0	-1	-1
3028	1.25	90.0	-1	-1
3029	23.75	90.0	-1	-1
3030	46.25	90.0	-1	-1
3031	68.75	90.0	-1	-1

