0	1268	1164.42	1200
1	1292	1121.69	1200
2	1200	1911.16	1755.44
3	1260	1179.82	1200
4	1200	1507.69	1384.85
5	1252	1194.69	1200
6	1750	485.844	876.249
7	1200	1330.31	1221.92
8	1262	1176.37	1200
9	1587	776.925	1200
10	1254	1191.68	1200
11	1547	810.469	1200
12	1214	1273.95	1200
13	1200	1618.59	1486.71
14	1200	1430.05	1313.53
15	1244	1211.09	1200
16	1200	1636.4	1503.06
17	1200	1378.09	1265.81
18	1374	998.289	1200
19	1200	1446.22	1328.39
20	1200	1672.14	1535.9
21	1750	1185.68	1185.68
22	1750	1062.66	1062.66
23	1750	915.267	915.267
24	1750	821.28	821.28
25	1673	1287.22	1200
26	1750	1064.81	1064.81
27	1750	947.706	947.706
28	1633	1338.01	1200
29	1750	1062.07	1062.07
30	1750	1053.2	1053.2
31	1750	939.359	939.359
32	1699	1256.39	1200
33	1750	1058.78	1058.78
34	1692	1264.74	1200
35	1750	1179.47	1179.47
36	1750	780.692	780.692
37	1750	1149.32	1149.32
38	1750	1033.61	1033.61
39	1750	1006.39	1006.39
40	1750	977.212	977.212
41	1750	950.393	950.393
42	1750	1136.12	1136.12
43	1750	881.667	881.667
44	1750	850.041	850.041
45	1750	761.381	761.381
46	1750	789.278	789.278
47	1269	2099.04	1200
48	1281	1142.31	1200
49	1227	1244.87	1200
50	1364	1012.3	1200
51	1200	1319.46	1211.95
52	1231	1237.51	1200
53	1200	1428.78	1312.37
54	1200	1776.15	1631.43
55	1273	1156.48	1200
56	1258	1183.28	1200
57	1200	1439.43	1322.15
58	1212	1277	1200
59	1200	1735.43	1594.03
60	1200	1323.66	1215.81
61	1200	1555.35	1428.62
62	1254	1191.33	1200
63	1200	1359.66	1248.88
64	1226	1248.23	1200
65	1200	1537.71	1412.42
66	1200	1429.96	1313.45
67	1200	1495.08	1373.26
68	1251	1196.55	1200
69	1750	1097.33	1097.33
70	1750	1052.65	1052.65
71	1750	971.548	971.548
72	1750	650.924	650.924
73	1750	1050.6	1050.6
74	1750	1044.96	1044.96
75	1750	1139.87	1139.87
76	1750	963.331	963.331
77	1661	1301.6	1200
78	1586	1403.49	1200
79	1750	781.159	781.159
80	1750	966.752	966.752
81	1750	856.928	856.928
82	1750	987.097	987.097
83	1703	1251.94	1200
84	1750	952.519	952.519
85	1750	1131.6	1131.6
86	1750	1051.95	1051.95
87	1743	1206.6	1200
88	1750	802.796	802.796
89	1750	972.165	972.165
90	1750	1038.24	1038.24
91	1750	1018.94	1018.94
92	1750	817.033	817.033
93	1750	1135.12	1135.12
94	1750	1036.33	1036.33
95	1659	1303.81	1200
