0	1149.4	99.1756
1	1157.88	97.0103
2	1653.78	144.064
3	1184.03	100.247
4	1287.35	114.469
5	1162.5	101.275
6	859.943	76.4042
7	1211.53	110.29
8	1159.88	93.0135
9	1172.94	105.502
10	1149.89	126.206
11	1315.66	167.343
12	1171.02	98.4834
13	1506.1	125.386
14	1276.03	100.963
15	1170.47	101.788
16	1507.88	120.864
17	1202.4	109.53
18	1189.14	106.569
19	1276.11	131.743
20	1490.29	110.568
21	1154.65	104.007
22	1037.63	90.5181
23	892.426	83.939
24	812.675	74.9459
25	1163.84	100.389
26	1038.77	81.1233
27	859.224	75.9802
28	1128.37	105.189
29	1031.34	90.4973
30	1042.15	84.5474
31	950.74	85.7917
32	1194.19	106.857
33	1045.14	90.5651
34	1156.75	96.5483
35	1161.72	110.552
36	759.974	59.6387
37	1159.58	99.5752
38	971.46	83.6086
39	968.968	85.2896
40	961.381	87.3634
41	942.234	78.9601
42	1149.17	92.5397
43	867.836	74.3011
44	807.282	79.4892
45	734.014	53.8872
46	790.694	73.0341
47	1169.54	91.7211
48	1151.5	98.193
49	1170.78	99.2903
50	1175.91	97.4309
51	1165.53	100.518
52	1150.74	87.0682
53	1247.22	104.363
54	1564.86	135.501
55	1159.35	91.8143
56	1158.85	98.5093
57	1200.88	101.834
58	1182.8	111.98
59	1506.11	117.904
60	1155.48	94.8458
61	1368.24	118.888
62	1171.12	99.1081
63	1170.05	104.926
64	1146.32	99.1937
65	1366.22	118.252
66	1283.6	110.191
67	1315.68	101.615
68	1171.75	96.589
69	1063.19	94.8288
70	987.431	97.2761
71	897.019	83.5376
72	691.27	67.0517
73	1038.23	80.6396
74	991.102	91.0554
75	1135	88.1736
76	934.449	80.1642
77	1160.1	101.434
78	1129.15	107.073
79	777.708	70.8968
80	937.196	73.49
81	858.886	78.8989
82	941.522	81.2151
83	1189.28	117.199
84	946.294	76.4134
85	1137.34	103.672
86	1044.31	89.7172
87	1160.42	122.363
88	783.687	80.2573
89	961.31	83.9564
90	1037.12	93.2761
91	1013.24	92.4119
92	770.246	71.7738
93	1065.74	94.0081
94	1012.68	77.3185
95	1157.48	109.723
96	1188.02	99.8526
97	1513.2	123.996
98	1528.33	120.419
99	1211.26	106.803
100	1163.52	98.733
101	1159.34	93.7127
102	1151.99	95.8082
103	1450.31	133.942
104	1178.24	103.459
105	1175.78	109.08
106	1331.42	117.737
107	1670.51	154.325
108	1345.31	119.399
109	1175.6	101.87
110	1153.45	100.905
111	1890.56	136.315
112	1191.71	106.971
113	1158.13	108.692
114	1172.92	96.0964
115	1191.64	97.1104
116	1168.04	97.0517
117	973.168	84.5842
118	1055.22	95.9389
119	1033.48	78.4133
120	944.104	76.2972
121	1035.92	93.3321
122	1159.11	95.0897
123	1146.62	95.6015
124	898.091	81.4195
125	1026.26	93.2589
126	1031.36	90.7233
127	807.333	77.4906
128	1050.43	93.3693
129	666.309	53.1141
130	1034.05	86.7492
131	860.314	73.7786
132	776.79	67.004
133	866.847	69.3109
134	1112.3	90.1294
135	1138.22	90.2225
136	1170.63	102.415
137	1032.11	87.0576
138	902.029	83.659
139	863.293	74.3373
140	1042.04	93.038
141	1194.03	117.728
142	1158.14	99.3177
143	968.397	89.1163
144	1167.65	104.101
145	1152.58	96.7185
146	1165.33	95.813
147	1374.62	118.077
148	1153.06	93.1637
149	1373.59	117.482
150	1283.25	123.729
151	1159.33	96.568
152	1158.17	98.9757
153	1531.77	123.17
154	1525.41	130.434
155	1173.04	102.359
156	1347.96	113.312
157	1416.31	119.478
158	1802.86	142.755
159	1273.79	110.407
160	1660.51	137.424
161	1576.01	130.925
162	1143.52	91.4512
163	1160.94	103.644
164	1284.15	111.453
165	943.922	76.885
166	953.056	82.3286
167	778.791	65.8012
168	894.448	83.0004
169	1016.32	82.3991
170	1046.3	87.0888
171	1163.52	104.79
172	1174.47	111.493
173	1059.4	90.9452
174	1132.97	89.1201
175	1161.98	111.025
176	898.914	77.2092
177	867.896	78.0538
178	1139.81	101.15
179	1039.85	92.1403
180	861.13	67.5429
181	947.889	78.2789
182	1054.39	91.9417
183	1174.53	107.095
184	1189.8	106.722
185	752.11	62.6993
186	1143.82	100.441
187	951.078	81.2888
188	1117.57	94.9388
189	1111.77	89.0411
190	884.681	78.7768
191	387.212	57.5888
192	1539.76	131.598
193	1150.62	93.1944
194	1196.84	106.39
195	1169.06	92.7373
196	1258.17	103.185
197	1163.15	96.8962
198	1173.98	97.1609
199	1234.54	99.2914
200	1536.01	133.918
201	1198.86	100.595
202	1247.93	106.905
203	1145.61	105.93
204	1160.12	100.571
205	1193.39	108.724
206	1151.66	100.151
207	1207.21	108.61
208	1180.95	101.9
209	1172.4	100.433
210	1206.05	112.669
211	1157.46	95.2018
212	1834.3	158.099
213	1123.58	93.3256
214	956.809	77.8415
215	998.518	92.6607
216	888.393	76.5799
217	865.171	73.6803
218	1156.69	100.734
219	1138.8	100.59
220	1187.71	112.114
221	948.159	79.4026
222	1057.57	87.9875
223	973.177	82.5861
224	1146.88	99.5556
225	873.43	75.5359
226	795.362	68.4007
227	938.074	74.9773
228	968.417	88.3333
229	1151.62	104.967
230	818.627	86.8459
231	671.814	51.2973
232	815.896	77.2752
233	855.954	68.1749
234	1114.63	84.9573
235	1183.53	111.113
236	819.631	81.7842
237	782.268	71.0947
238	1153.01	100.253
239	951.414	81.8522
240	1187.13	100.45
241	1125.5	90.0026
242	1335.05	112.336
243	1198.47	108.801
244	1170.12	111.338
245	1185.34	119.477
246	1195.2	106.685
247	1181.29	110.579
248	1466.41	125.468
249	1259.13	104.767
250	1463.8	123.665
251	1176.48	100.642
252	1177.64	97.3259
253	1156.19	95.3449
254	1211.03	115.221
255	1154.21	102.069
256	1427.62	120.659
257	1151.94	99.3191
258	1545.71	136.143
259	1142.56	96.4514
260	1976.77	177.399
261	791.065	74.385
262	1067.25	109.192
263	1120.61	93.5509
264	1180.54	106.357
265	1121.4	86.7767
266	811.413	78.7619
267	1037.43	94.7163
268	1036.01	85.1809
269	963.059	84.8038
270	818.29	80.1871
271	776.937	66.4047
272	1039.67	95.0293
273	891.935	77.2672
274	1281.41	125.213
275	1348.77	118.727
276	881.422	79.5246
277	948.435	77.3616
278	864.979	76.0212
