0	1500
1	1500
2	1676.73
3	1500
4	1500
5	1500
6	859.267
7	1500
8	1500
9	1404.43
10	1500
11	1500
12	1500
13	1500
14	1500
15	1500
16	1509.07
17	1500
18	1500
19	1500
20	1500
21	1154.31
22	1022.6
23	909.283
24	829.415
25	1252.7
26	1021.76
27	857.237
28	1233.52
29	1015.66
30	1028.24
31	948.336
32	1234.24
33	1032.48
34	1202.18
35	1160.05
36	756.683
37	1152.58
38	974.611
39	965.895
40	958.2
41	938.309
42	1148.13
43	866.128
44	819.663
45	699.989
46	809.323
47	1500
48	1500
49	1500
50	1500
51	1500
52	1500
53	1500
54	1571.56
55	1500
56	1500
57	1500
58	1500
59	1500
60	1500
61	1500
62	1500
63	1500
64	1500
65	1500
66	1500
67	1500
68	1500
69	1072.74
70	988.717
71	917.541
72	714.923
73	1025.04
74	1006.49
75	1130.98
76	917.35
77	1279.43
78	1286.34
79	775.908
80	919.586
81	855.402
82	939.906
83	1265.79
84	946.284
85	1138.77
86	1020.35
87	1163.37
88	779.46
89	959.875
90	1022.22
91	993.624
92	769.382
93	1065.81
94	976.005
95	1183.63
96	1500
97	1512.26
98	1534.64
99	1500
100	1500
101	1500
102	1500
103	1500
104	1500
105	1500
106	1500
107	1687.17
108	1500
109	1500
110	1500
111	1900.72
112	1500
113	1500
114	1500
115	1500
116	1500
117	974.545
118	1423.93
119	1010.91
120	938.718
121	1020.1
122	1400.33
123	1220.02
124	906.588
125	1007.91
126	1021.69
127	823.216
128	1049.31
129	660.466
130	1018.76
131	854.595
132	776.578
133	867.487
134	1096.52
135	1500
136	1167.9
137	1011.34
138	911.586
139	862.275
140	1040
141	1245.37
142	1287.81
143	968.071
144	1500
145	1500
146	1500
147	1500
148	1500
149	1500
150	1500
151	1500
152	1500
153	1536.35
154	1530.62
155	1500
156	1500
157	1500
158	1813.79
159	1500
160	1680.47
161	1587.21
162	1500
163	1500
164	1500
165	939.326
166	954.338
167	778.57
168	912.961
169	988.763
170	1043.32
171	1281.25
172	1225.71
173	1457.26
174	1134.24
175	1160.08
176	914.722
177	868.104
178	1411.37
179	1032.02
180	860.523
181	947.519
182	1055.33
183	1207.17
184	1209.6
185	750.403
186	1156.71
187	945.889
188	1095.46
189	1087.08
190	901.043
191	346.262
192	1544.35
193	1500
194	1500
195	1500
196	1500
197	1500
198	1500
199	1500
200	1536.93
201	1500
202	1500
203	1500
204	1500
205	1500
206	1500
207	1500
208	1500
209	1500
210	1500
211	1500
212	1842.2
213	1375
214	960.989
215	1017.27
216	906.679
217	864.734
218	1155.58
219	1500
220	1245.86
221	947.385
222	1058.19
223	972.184
224	1354.13
225	876.46
226	802.185
227	935.587
228	965.898
229	1152.48
230	825.453
231	666.325
232	830.763
233	851.562
234	1097.93
235	1500
236	830.963
237	779.366
238	1233.09
239	946.94
240	1500
241	1500
242	1500
243	1500
244	1500
245	1500
246	1500
247	1500
248	1500
249	1500
250	1500
251	1500
252	1500
253	1500
254	1500
255	1500
256	1500
257	1500
258	1549.44
259	1500
260	1987.36
261	793.825
262	1091.07
263	1303.34
264	1299.45
265	1101.76
266	826.651
267	1015.58
268	1027.62
269	960.156
270	829.144
271	775.362
272	1023.27
273	900.359
274	1414.44
275	1500
276	893.805
277	948.013
278	863.56
279	759.061
280	1011.63
281	1104.79
282	757.332
283	910.585
284	861.617
285	826.627
286	1090.45
287	917.197
288	1500
289	1500
290	1500
291	1500
292	1500
293	1500
294	1500
295	1500
296	1500
297	1500
298	1500
299	1500
300	1500
301	1500
302	1500
303	1500
304	1500
305	1500
306	1500
307	1500
308	1500
309	1112.16
310	1039.76
311	1357.23
312	877.762
313	1500
314	938.538
315	978.978
316	950.498
317	1634.26
318	955.992
319	819.709
320	1165.38
321	1013.24
322	945.122
323	867.46
324	972.059
325	1412.15
326	1011.12
327	912.29
328	997.704
329	1402.93
330	1100.36
331	946.411
332	1253.65
333	1335.35
334	819.537
335	863.451
336	1500
337	1500
338	1500
339	1521.07
340	1500
341	1500
342	1500
343	1500
344	1500
345	1500
346	1500
347	1500
348	1586.43
349	1500
350	1500
351	1500
352	1500
353	1500
354	1500
355	1500
356	1613.31
357	475.039
358	1026.77
359	1182.86
360	1290.11
361	1021.26
362	1006.02
363	2052.49
364	1268.74
365	1310.55
366	872.017
367	1162.8
368	1429.01
369	1081.45
370	955.949
